Combo_Index,Optimizer,Hyperparameters,Best_Train_Loss,Best_Test_Loss,Best_Train_Accuracy,Best_Test_Accuracy,Wallclock_Sec
36,dngd,"{""damping"": 0.03, ""learning_rate"": 0.0003, ""momentum"": 0.9}",0.22529926961929383,0.37302115666014807,98.65179883888402,89.90825688073394,1060.4815628528595
37,dngd,"{""damping"": 0.003, ""learning_rate"": 0.0003, ""momentum"": 0.3}",0.22623441860681476,0.3554376321179526,98.61616356590298,91.39908256880734,1074.794623374939
38,dngd,"{""damping"": 0.003, ""learning_rate"": 0.0003, ""momentum"": 0.6}",0.2270798678140459,0.3666425964662007,98.59240671724896,90.36697247706422,1098.207896232605
39,dngd,"{""damping"": 0.003, ""learning_rate"": 0.0003, ""momentum"": 0.9}",0.2850736117348818,0.47509924535240444,95.97024454706083,82.91284403669725,1053.414371728897
40,dngd,"{""damping"": 0.0003, ""learning_rate"": 0.0003, ""momentum"": 0.3}",0.31833782736875665,0.48383105865546633,93.70443510668309,83.71559633027523,1051.5861778259277
41,dngd,"{""damping"": 0.0003, ""learning_rate"": 0.0003, ""momentum"": 0.6}",0.6506505771232614,0.6934934088162014,62.52060164219216,50.91743119266055,1088.8358824253082
42,dngd,"{""damping"": 0.0003, ""learning_rate"": 0.0003, ""momentum"": 0.9}",0.6879355475625063,0.6933337897062302,55.78256544269403,50.91743119266055,1050.0917174816132
43,dngd,"{""damping"": 3e-05, ""learning_rate"": 0.0003, ""momentum"": 0.3}",0.6877592901719154,0.6955513847725732,55.78256544269403,50.91743119266055,1057.7501592636108
44,dngd,"{""damping"": 3e-05, ""learning_rate"": 0.0003, ""momentum"": 0.6}",0.6877543846388611,0.6931423672607967,55.78256544269403,50.91743119266055,1101.5046939849854
45,dngd,"{""damping"": 3e-05, ""learning_rate"": 0.0003, ""momentum"": 0.9}",0.6886757949752083,0.6931917582239423,55.75435418491737,50.91743119266055,1052.666978597641
46,dngd,"{""damping"": 0.6, ""learning_rate"": 0.0003, ""momentum"": 0.3}",0.3616710468312624,0.37961819022893906,89.8988849129163,87.61467889908256,1058.231061220169
47,dngd,"{""damping"": 0.6, ""learning_rate"": 0.0003, ""momentum"": 0.6}",0.3408160898011541,0.36725742902074543,91.34656787777101,89.22018348623853,1038.472897529602
48,dngd,"{""damping"": 0.6, ""learning_rate"": 0.0003, ""momentum"": 0.9}",0.27900569273995107,0.36167786696127485,95.49065316485768,89.6788990825688,1071.8042631149292
49,dngd,"{""damping"": 0.06, ""learning_rate"": 0.0003, ""momentum"": 0.3}",0.2755843273888291,0.3628793012882982,95.72673684835706,90.8256880733945,1056.2600874900818
50,dngd,"{""damping"": 0.06, ""learning_rate"": 0.0003, ""momentum"": 0.6}",0.2568715273980007,0.3594400425042425,96.84182393205542,90.8256880733945,1047.6975240707397
51,dngd,"{""damping"": 0.06, ""learning_rate"": 0.0003, ""momentum"": 0.9}",0.23117182473530395,0.35611009118812426,98.3355357911773,90.8256880733945,1046.8902688026428
52,dngd,"{""damping"": 0.006, ""learning_rate"": 0.0003, ""momentum"": 0.3}",0.23055347290571399,0.3725446643573897,98.39195830673061,90.48165137614679,1046.3704748153687
53,dngd,"{""damping"": 0.006, ""learning_rate"": 0.0003, ""momentum"": 0.6}",0.22691330882121152,0.37426235367144856,98.5894371111672,90.71100917431193,1036.5078270435333
54,dngd,"{""damping"": 0.006, ""learning_rate"": 0.0003, ""momentum"": 0.9}",0.24450493433696358,0.44192137143441607,97.71340331705,86.81192660550458,1036.781275510788
55,dngd,"{""damping"": 0.0006, ""learning_rate"": 0.0003, ""momentum"": 0.3}",0.2484766678260794,0.4456125551036426,97.6554959984558,87.27064220183486,1038.6365339756012
56,dngd,"{""damping"": 0.0006, ""learning_rate"": 0.0003, ""momentum"": 0.6}",0.31277906241298004,0.5080374298351151,93.86033942597514,81.9954128440367,1053.728197813034
57,dngd,"{""damping"": 0.0006, ""learning_rate"": 0.0003, ""momentum"": 0.9}",0.6878376927624972,0.6933934007372174,55.78256544269403,50.91743119266055,1037.185952425003
58,dngd,"{""damping"": 6e-05, ""learning_rate"": 0.0003, ""momentum"": 0.3}",0.6877506395983299,0.6964088933808463,55.78256544269403,50.91743119266055,1027.6244904994965
59,dngd,"{""damping"": 6e-05, ""learning_rate"": 0.0003, ""momentum"": 0.6}",0.687761450012053,0.693183862737247,55.78256544269403,50.91743119266055,1044.0343928337097
60,dngd,"{""damping"": 6e-05, ""learning_rate"": 0.0003, ""momentum"": 0.9}",0.6884134929706818,0.6930470722062247,55.78256544269403,50.91743119266055,1030.5097358226776
61,dngd,"{""damping"": 0.3, ""learning_rate"": 3e-05, ""momentum"": 0.3}",0.4393604012396443,0.4565489334719522,84.82382811919999,82.22477064220183,1032.9164986610413
62,dngd,"{""damping"": 0.3, ""learning_rate"": 3e-05, ""momentum"": 0.6}",0.40727501207179523,0.42463567001479013,86.74219364801259,84.86238532110092,1033.1344964504242
63,dngd,"{""damping"": 0.3, ""learning_rate"": 3e-05, ""momentum"": 0.9}",0.35260986607176675,0.374325444655759,90.47944290189906,88.18807339449542,1035.3742442131042
64,dngd,"{""damping"": 0.03, ""learning_rate"": 3e-05, ""momentum"": 0.3}",0.3469124004634146,0.369650770510946,90.84618925299559,88.76146788990826,1030.0442628860474
65,dngd,"{""damping"": 0.03, ""learning_rate"": 3e-05, ""momentum"": 0.6}",0.3228440839080516,0.36099930107593536,92.60271125035264,89.79357798165138,1032.2296612262726
66,dngd,"{""damping"": 0.03, ""learning_rate"": 3e-05, ""momentum"": 0.9}",0.2643631164011083,0.35923011867063387,96.45132073230486,90.48165137614679,1033.6668510437012
67,dngd,"{""damping"": 0.003, ""learning_rate"": 3e-05, ""momentum"": 0.3}",0.2608838701474695,0.3567739240825176,96.54931773300272,90.59633027522936,1035.208114862442
68,dngd,"{""damping"": 0.003, ""learning_rate"": 3e-05, ""momentum"": 0.6}",0.24496556284025559,0.3681120148726872,97.56937742208495,90.48165137614679,1031.3048038482666
69,dngd,"{""damping"": 0.003, ""learning_rate"": 3e-05, ""momentum"": 0.9}",0.2273869739079985,0.3501459216432912,98.59686112637159,90.94036697247707,1030.9221398830414
70,dngd,"{""damping"": 0.0003, ""learning_rate"": 3e-05, ""momentum"": 0.3}",0.22934386250950095,0.3793397269078663,98.43650239795691,90.8256880733945,1035.9928414821625
71,dngd,"{""damping"": 0.0003, ""learning_rate"": 3e-05, ""momentum"": 0.6}",0.2269573851888933,0.38646972285849707,98.6532836419249,89.6788990825688,1029.9744849205017
72,dngd,"{""damping"": 0.0003, ""learning_rate"": 3e-05, ""momentum"": 0.9}",0.26338120102882384,0.4591688790491649,96.97991061485693,85.6651376146789,1036.5368974208832
73,dngd,"{""damping"": 3e-05, ""learning_rate"": 3e-05, ""momentum"": 0.3}",0.2601365926076001,0.41425100926842007,97.13284532806723,89.79357798165138,1045.101006269455
74,dngd,"{""damping"": 3e-05, ""learning_rate"": 3e-05, ""momentum"": 0.6}",0.31509489561486415,0.4691343903541565,94.23599459531692,85.20642201834862,1030.8838930130005
75,dngd,"{""damping"": 3e-05, ""learning_rate"": 3e-05, ""momentum"": 0.9}",0.6877579702617437,0.6964440984385354,55.78256544269403,50.91743119266055,1029.0794191360474
76,dngd,"{""damping"": 0.6, ""learning_rate"": 3e-05, ""momentum"": 0.3}",0.6521607469493024,0.6570655895130975,61.83907704642979,56.65137614678899,1038.0474591255188
77,dngd,"{""damping"": 0.6, ""learning_rate"": 3e-05, ""momentum"": 0.6}",0.5720206522318643,0.5713876613548824,81.11479012309017,80.27522935779817,1075.861644744873
78,dngd,"{""damping"": 0.6, ""learning_rate"": 3e-05, ""momentum"": 0.9}",0.3741803904964352,0.39001162137304035,88.92039970897861,86.46788990825688,1061.2406458854675
79,dngd,"{""damping"": 0.06, ""learning_rate"": 3e-05, ""momentum"": 0.3}",0.3736092688918397,0.39012756624392103,89.00206387622681,86.69724770642202,1040.9270870685577
80,dngd,"{""damping"": 0.06, ""learning_rate"": 3e-05, ""momentum"": 0.6}",0.35068587963767966,0.370768346956798,90.55813746306552,88.30275229357798,1100.786102771759
81,dngd,"{""damping"": 0.06, ""learning_rate"": 3e-05, ""momentum"": 0.9}",0.29013679976134854,0.3575388230383396,94.67401149237554,90.36697247706422,1068.9689378738403
82,dngd,"{""damping"": 0.006, ""learning_rate"": 3e-05, ""momentum"": 0.3}",0.2812856434713916,0.3635341024824551,95.37038411854668,90.13761467889908,1042.5133233070374
83,dngd,"{""damping"": 0.006, ""learning_rate"": 3e-05, ""momentum"": 0.6}",0.2613567781349259,0.3608515518052237,96.57307458165674,90.36697247706422,1089.6670534610748
84,dngd,"{""damping"": 0.006, ""learning_rate"": 3e-05, ""momentum"": 0.9}",0.23280369419241745,0.3553960770368576,98.28059807866487,90.48165137614679,1058.7336115837097
85,dngd,"{""damping"": 0.0006, ""learning_rate"": 3e-05, ""momentum"": 0.3}",0.231837201925468,0.36046697412218365,98.30732453340065,90.8256880733945,1063.1831436157227
86,dngd,"{""damping"": 0.0006, ""learning_rate"": 3e-05, ""momentum"": 0.6}",0.22669491055742297,0.3570471682718822,98.62358758110737,91.74311926605505,1082.5948939323425
87,dngd,"{""damping"": 0.0006, ""learning_rate"": 3e-05, ""momentum"": 0.9}",0.22992698538190112,0.3863658234477043,98.58052829292194,90.94036697247707,1070.8211131095886
88,dngd,"{""damping"": 6e-05, ""learning_rate"": 3e-05, ""momentum"": 0.3}",0.23981493281072222,0.36987685199294773,98.09648250159616,90.59633027522936,1067.8880162239075
89,dngd,"{""damping"": 6e-05, ""learning_rate"": 3e-05, ""momentum"": 0.6}",0.2591895776449077,0.4241030120423862,97.19520705578405,87.8440366972477,1054.9992337226868
90,dngd,"{""damping"": 6e-05, ""learning_rate"": 3e-05, ""momentum"": 0.9}",0.6877504372256952,0.6955990003687995,55.78256544269403,50.91743119266055,1086.8596873283386
91,dngd,"{""damping"": 0.3, ""learning_rate"": 3e-06, ""momentum"": 0.3}",0.6874301545410428,0.6922717158283506,55.80186788222542,52.06422018348624,1067.739671945572
92,dngd,"{""damping"": 0.3, ""learning_rate"": 3e-06, ""momentum"": 0.6}",0.6849588976619929,0.693454670054572,55.98004424713062,50.91743119266055,1089.1150441169739
93,dngd,"{""damping"": 0.3, ""learning_rate"": 3e-06, ""momentum"": 0.9}",0.604172240866618,0.6057136590991702,78.61735140833568,79.35779816513761,1045.064344882965
94,dngd,"{""damping"": 0.03, ""learning_rate"": 3e-06, ""momentum"": 0.3}",0.5303951412226978,0.5343669003673962,83.16975753166342,81.9954128440367,1041.2567300796509
95,dngd,"{""damping"": 0.03, ""learning_rate"": 3e-06, ""momentum"": 0.6}",0.4166854957786705,0.436674673642431,85.98494409716551,83.37155963302752,1048.0816895961761
96,dngd,"{""damping"": 0.03, ""learning_rate"": 3e-06, ""momentum"": 0.9}",0.3641187522586904,0.3803650736808777,89.59746989561835,87.27064220183486,1047.7686846256256
97,dngd,"{""damping"": 0.003, ""learning_rate"": 3e-06, ""momentum"": 0.3}",0.3616818245332201,0.3792767971754074,89.71773894192935,87.61467889908256,1083.2722976207733
98,dngd,"{""damping"": 0.003, ""learning_rate"": 3e-06, ""momentum"": 0.6}",0.3374631441828757,0.36848933356148855,91.48168495449079,89.44954128440367,1055.8470089435577
99,dngd,"{""damping"": 0.003, ""learning_rate"": 3e-06, ""momentum"": 0.9}",0.27360961425899044,0.3568980097770691,95.86036912203596,90.13761467889908,1045.966703414917
100,dngd,"{""damping"": 0.0003, ""learning_rate"": 3e-06, ""momentum"": 0.3}",0.2920199222774234,0.3656287044286728,94.64580023459888,90.25229357798165,1064.837171792984
101,dngd,"{""damping"": 0.0003, ""learning_rate"": 3e-06, ""momentum"": 0.6}",0.2694178384514149,0.3688802016632898,96.09199839641272,90.71100917431193,1074.4868688583374
102,dngd,"{""damping"": 0.0003, ""learning_rate"": 3e-06, ""momentum"": 0.9}",0.2326536852362037,0.3655648274081094,98.26871965433786,90.71100917431193,1056.025239944458
103,dngd,"{""damping"": 3e-05, ""learning_rate"": 3e-06, ""momentum"": 0.3}",0.27050315665519153,0.3776281534561089,96.18554098798795,90.0229357798165,1078.1877284049988
104,dngd,"{""damping"": 3e-05, ""learning_rate"": 3e-06, ""momentum"": 0.6}",0.2583567855689418,0.38596716842481066,96.95912337228467,90.94036697247707,1043.9744465351105
105,dngd,"{""damping"": 3e-05, ""learning_rate"": 3e-06, ""momentum"": 0.9}",0.26062989918749574,0.4128395840525627,97.03187872128763,89.44954128440367,1053.4374556541443
106,dngd,"{""damping"": 0.6, ""learning_rate"": 3e-06, ""momentum"": 0.3}",0.685997730111283,0.6969236007758549,55.80929189742981,50.91743119266055,1099.6228365898132
107,dngd,"{""damping"": 0.6, ""learning_rate"": 3e-06, ""momentum"": 0.6}",0.6883451203835549,0.6946258332048144,55.565784198726035,51.03211009174312,1050.6329927444458
108,dngd,"{""damping"": 0.6, ""learning_rate"": 3e-06, ""momentum"": 0.9}",0.6741082559005664,0.6813638870205198,56.54129979658198,51.03211009174312,1054.4343090057373
109,dngd,"{""damping"": 0.06, ""learning_rate"": 3e-06, ""momentum"": 0.3}",0.6588015463459803,0.6656085125037602,58.688324993689584,51.37614678899082,1052.4513845443726
110,dngd,"{""damping"": 0.06, ""learning_rate"": 3e-06, ""momentum"": 0.6}",0.4940372250283982,0.5069595915930611,83.55432151925046,81.30733944954129,1059.4615354537964
111,dngd,"{""damping"": 0.06, ""learning_rate"": 3e-06, ""momentum"": 0.9}",0.38536076467139135,0.3990276541028704,88.23590550713448,86.0091743119266,1058.6534359455109
112,dngd,"{""damping"": 0.006, ""learning_rate"": 3e-06, ""momentum"": 0.3}",0.3812802430782069,0.39777769574097227,88.37102258385426,86.35321100917432,1050.4469285011292
113,dngd,"{""damping"": 0.006, ""learning_rate"": 3e-06, ""momentum"": 0.6}",0.36060937361309475,0.377926016492503,89.88403688250753,87.61467889908256,1048.4934995174408
114,dngd,"{""damping"": 0.006, ""learning_rate"": 3e-06, ""momentum"": 0.9}",0.2976547480266621,0.3671495733516557,94.30429553519726,90.13761467889908,1062.822160243988
115,dngd,"{""damping"": 0.0006, ""learning_rate"": 3e-06, ""momentum"": 0.3}",0.3090030298167906,0.36278508603572845,93.5203195296144,90.25229357798165,1053.8177585601807
116,dngd,"{""damping"": 0.0006, ""learning_rate"": 3e-06, ""momentum"": 0.6}",0.28389972344288633,0.36452493497303556,95.18626854147797,90.36697247706422,1048.5641453266144
117,dngd,"{""damping"": 0.0006, ""learning_rate"": 3e-06, ""momentum"": 0.9}",0.23880738858089312,0.3651533467429025,97.91682133365009,89.79357798165138,1077.5444858074188
118,dngd,"{""damping"": 6e-05, ""learning_rate"": 3e-06, ""momentum"": 0.3}",0.27306041415966603,0.37506380464349476,96.03112147173677,90.36697247706422,1043.051658630371
119,dngd,"{""damping"": 6e-05, ""learning_rate"": 3e-06, ""momentum"": 0.6}",0.2571426562699456,0.38086517634136335,96.96060817532555,90.25229357798165,1061.2971291542053
120,dngd,"{""damping"": 6e-05, ""learning_rate"": 3e-06, ""momentum"": 0.9}",0.2391014159787579,0.396870772753443,98.07272565294214,89.79357798165138,1069.6300284862518
